timestamp,open,high,low,close,volume
2015-01-16,61.7,62.73,61.24,62.5,2641110
2015-01-19,62.5,64.25,62.12,63.45,7990950
2015-01-20,63.45,63.85,61.8,62.0,4327210
2015-01-21,63.21,64.97,62.01,64.5,12706510
2015-01-22,64.57,68.0,64.45,68.0,8596180
2015-01-23,67.0,69.75,66.39,69.11,8624580
2015-01-26,68.25,68.43,66.6,66.6,2596050
2015-01-27,66.56,67.84,66.05,67.84,2774140
2015-01-28,67.84,69.45,67.25,68.0,6399480
2015-01-29,68.0,69.75,67.48,69.3,5588500
2015-01-30,69.15,71.0,68.81,70.0,7564970
2015-02-02,70.28,72.89,68.72,69.66,5263620
2015-02-03,69.99,74.71,69.99,73.5,8532280
2015-02-04,74.34,74.74,72.61,73.3,2921340
2015-02-05,73.01,73.6,71.1,72.0,3818030
2015-02-06,72.39,74.8,72.39,74.8,4637670
2015-02-09,74.65,78.0,74.18,74.2,6518280
2015-02-10,74.6,76.02,71.11,71.26,6396760
2015-02-11,72.23,72.98,70.38,70.5,8507170
2015-02-12,71.5,77.49,68.23,72.5,27257440
2015-02-13,72.65,74.25,72.04,72.5,5858080
2015-02-16,72.51,74.98,71.5,74.88,3721620
2015-02-17,75.0,75.99,73.5,75.45,3621670
2015-02-18,76.1,78.4,75.14,78.4,8026850
2015-02-19,78.2,78.21,75.8,76.75,4816730
2015-02-20,76.9,78.15,75.0,75.69,4846240
2015-02-24,73.08,78.39,72.72,76.5,12989130
2015-02-25,76.05,77.35,75.86,76.6,3290910
2015-02-26,76.99,78.93,76.23,77.45,6501270
2015-02-27,77.11,78.15,75.81,76.9,4453770
2015-03-02,76.21,78.04,76.01,76.01,4461270
2015-03-03,76.0,76.95,73.7,74.88,6766870
2015-03-04,74.88,75.39,69.74,70.67,11731690
2015-03-05,71.0,71.34,69.2,70.0,9169380
2015-03-06,70.93,72.3,68.72,69.0,9556020
2015-03-10,68.1,68.96,64.4,65.0,16713810
2015-03-11,65.14,68.34,65.14,67.9,16696010
2015-03-12,68.67,69.4,66.52,69.2,16209500
2015-03-13,68.98,69.98,65.81,67.3,7373430
2015-03-16,67.0,68.25,66.03,67.26,5010660
2015-03-17,68.0,69.5,66.47,66.5,6321120
2015-03-18,67.0,68.16,66.65,67.7,3291650
2015-03-19,68.1,68.54,66.77,66.99,3648950
2015-03-20,68.35,68.35,65.8,65.8,4340630
2015-03-23,66.5,67.75,64.91,65.98,11283610
2015-03-24,65.58,69.25,65.52,69.0,9213550
2015-03-25,68.4,69.48,68.4,69.25,4384950
2015-03-26,69.5,70.32,68.71,69.43,6836780
2015-03-27,69.49,69.8,66.35,66.65,6329130
2015-03-30,66.2,69.19,66.1,68.99,7038540
2015-03-31,69.0,69.0,67.6,69.0,5809770
2015-04-01,68.65,70.6,68.31,70.26,7839380
2015-04-02,71.0,75.49,70.71,75.49,14998930
2015-04-03,75.75,75.75,73.8,74.75,4631720
2015-04-06,74.71,76.5,74.56,76.49,4821830
2015-04-07,76.49,77.76,76.0,77.01,5603770
2015-04-08,76.85,77.31,74.18,75.2,8874320
2015-04-09,74.45,76.0,71.82,72.3,10837350
2015-04-10,71.66,74.36,71.0,73.5,9454230
2015-04-13,73.5,74.95,73.34,74.5,5234870
2015-04-14,73.55,75.5,72.66,73.4,5174630
2015-04-15,71.44,73.89,71.44,73.3,4671740
2015-04-16,73.35,76.32,73.35,76.0,5485090
2015-04-17,73.65,76.7,73.6,73.6,7524340
2015-04-20,74.01,76.0,74.01,75.59,5118520
2015-04-21,75.14,76.43,75.07,76.1,2826180
2015-04-22,76.11,76.47,74.87,75.8,6886030
2015-04-23,73.86,76.06,73.86,74.01,4298350
2015-04-24,74.8,75.2,73.12,75.2,5664180
2015-04-27,75.22,78.5,74.89,76.65,12327360
2015-04-28,76.58,76.85,73.69,74.35,7951900
2015-04-29,72.27,75.77,72.27,74.03,5481890
2015-04-30,74.0,77.58,73.7,77.0,6808260
2015-05-05,77.0,79.4,76.68,79.4,10912980
2015-05-06,79.77,79.77,77.9,78.8,4581900
2015-05-07,76.38,78.1,75.35,76.0,6915000
2015-05-08,74.0,74.1,72.02,73.49,7161310
2015-05-12,73.52,75.45,73.27,74.5,5335200
2015-05-13,76.32,76.32,73.03,73.5,4696880
2015-05-14,74.34,74.92,71.05,71.4,7216430
2015-05-15,74.59,74.59,71.62,72.25,2705540
2015-05-18,74.69,74.69,72.63,73.54,5068020
2015-05-19,74.97,74.97,72.3,72.63,3525460
2015-05-20,73.88,74.19,71.07,73.18,6208650
2015-05-21,75.14,75.14,73.35,74.82,4830680
2015-05-22,74.3,75.69,74.24,75.15,3059120
2015-05-25,74.43,75.69,74.43,75.47,2138710
2015-05-26,73.17,75.77,73.0,74.3,4570900
2015-05-27,75.02,75.02,72.08,72.89,5960120
2015-05-28,73.11,73.11,70.42,71.23,7378070
2015-05-29,71.5,72.82,70.1,72.0,19697730
2015-06-01,72.34,72.44,71.45,72.23,3820410
2015-06-02,71.64,74.2,70.55,73.5,11410650
2015-06-03,73.8,74.0,71.15,71.15,6129210
2015-06-04,71.2,72.0,69.9,70.55,8785300
2015-06-05,70.6,73.0,70.19,72.8,6105130
2015-06-08,72.9,74.29,72.2,72.2,4838770
2015-06-09,72.2,73.0,71.38,72.25,4999740
2015-06-10,72.4,72.62,71.0,71.5,5220520
2015-06-11,72.09,72.1,71.05,71.65,4304390
2015-06-15,70.5,72.22,70.4,71.55,5349510
2015-06-16,71.5,72.0,71.0,71.0,2563170
2015-06-17,70.79,72.94,70.7,72.77,6709710
2015-06-18,72.85,73.01,71.3,71.31,2838220
2015-06-19,71.35,72.2,71.1,71.15,3628630
2015-06-22,71.0,72.1,70.31,70.64,5014870
2015-06-23,70.7,71.15,69.21,69.21,5154160
2015-06-24,69.37,69.54,67.55,67.85,5999650
2015-06-25,67.76,69.4,67.76,68.21,4830370
2015-06-26,68.4,69.9,68.0,69.59,3991070
2015-06-29,69.2,69.38,68.01,69.38,4402840
2015-06-30,68.33,69.82,68.33,69.82,4766350
2015-07-01,69.65,69.78,68.47,68.8,2625510
2015-07-02,68.89,69.57,68.72,69.57,3150430
2015-07-03,69.45,69.46,68.11,68.53,4148160
2015-07-06,67.95,68.3,66.66,66.99,5038990
2015-07-07,67.29,67.55,65.27,66.49,7890390
2015-07-08,66.3,66.83,65.49,66.59,4645240
2015-07-09,67.0,67.94,66.7,67.01,4942560
2015-07-10,67.23,67.7,65.88,66.1,5276300
2015-07-13,66.35,67.68,66.11,67.57,3902350
2015-07-14,67.9,70.37,67.17,70.24,8330160
2015-07-15,69.8,72.23,69.66,72.23,7423860
2015-07-16,72.08,72.47,71.4,71.98,4978010
2015-07-17,71.75,72.4,71.6,71.89,2449590
2015-07-20,71.95,72.02,70.2,70.2,3178100
2015-07-21,70.22,71.86,70.22,70.45,4065130
2015-07-22,70.3,70.63,69.15,70.0,5687790
2015-07-23,70.17,70.17,68.78,68.95,3743630
2015-07-24,68.95,69.75,68.02,68.11,2967910
2015-07-27,68.3,69.2,66.81,67.75,6169900
2015-07-28,67.76,70.71,67.73,69.91,7512540
2015-07-29,70.17,70.67,69.7,69.7,4530840
2015-07-30,69.84,70.59,69.84,70.59,3159060
2015-07-31,70.37,71.69,69.84,70.5,5766360
2015-08-03,70.75,71.29,70.06,70.5,3033360
2015-08-04,70.0,71.23,70.0,70.5,3139740
2015-08-05,71.16,72.75,71.16,72.2,5210040
2015-08-06,71.73,74.0,71.6,73.31,10019160
2015-08-07,73.03,74.69,73.03,74.4,3954260
2015-08-10,74.41,74.44,72.26,73.6,5192940
2015-08-11,73.45,74.2,73.25,73.6,7657680
2015-08-12,73.75,74.84,73.21,74.0,4151700
2015-08-13,74.16,75.22,73.2,75.2,4775070
2015-08-14,74.66,76.8,74.22,76.18,4107660
2015-08-17,75.0,76.74,74.66,76.0,3103540
2015-08-18,75.51,76.36,74.13,75.2,2691750
2015-08-19,75.11,76.2,74.18,74.3,3457520
2015-08-20,74.19,75.5,74.16,74.52,3089670
2015-08-21,74.51,74.97,71.8,71.8,4117190
2015-08-24,70.0,71.37,66.55,69.5,8789290
2015-08-25,69.52,71.78,69.5,71.4,6647680
2015-08-26,71.2,71.66,70.15,71.1,3720330
2015-08-27,71.6,74.55,71.12,73.42,7768370
2015-08-28,74.3,74.57,72.3,74.0,6328490
2015-08-31,73.71,74.32,73.05,74.31,4311250
2015-09-01,74.19,76.6,73.87,76.6,10677200
2015-09-02,76.05,76.8,74.67,74.91,5656620
2015-09-03,75.39,76.43,75.3,75.43,5014000
2015-09-04,75.35,76.4,74.82,76.1,3493730
2015-09-07,76.23,76.23,73.08,73.99,5077700
2015-09-08,74.01,75.18,73.8,75.0,4540380
2015-09-09,75.38,76.77,74.88,74.88,5181160
2015-09-10,74.9,78.0,74.62,77.61,7760580
2015-09-11,77.8,80.89,77.79,80.59,12483790
2015-09-14,80.57,84.48,80.01,81.97,12431480
2015-09-15,82.58,82.59,78.92,79.99,6551330
2015-09-16,80.32,80.68,79.09,79.31,3772200
2015-09-17,79.31,83.97,79.12,81.88,7784730
2015-09-18,82.47,82.87,80.0,80.0,5270680
2015-09-21,80.69,81.7,80.03,80.89,2860930
2015-09-22,80.65,81.54,79.83,79.99,4043020
2015-09-23,80.3,80.9,79.0,79.0,4539310
2015-09-24,79.59,81.38,78.71,79.4,5448120
2015-09-25,79.95,80.99,78.23,80.48,7728670
2015-09-28,80.51,81.16,77.2,77.5,3456540
2015-09-29,77.5,79.5,77.01,79.5,4416840
2015-09-30,79.66,80.84,79.0,80.0,7234100
2015-10-01,80.47,80.83,78.12,79.15,2635490
2015-10-02,79.02,79.42,76.15,77.6,5421140
2015-10-05,78.0,80.57,77.77,78.79,4909160
2015-10-06,78.92,82.08,78.23,81.5,5875190
2015-10-07,82.49,83.9,79.62,83.68,7258850
2015-10-08,83.32,84.23,82.85,83.05,3126770
2015-10-09,83.5,86.45,82.5,85.4,10381750
2015-10-12,85.4,88.2,85.21,88.2,6676000
2015-10-13,87.98,88.71,85.98,86.95,6496880
2015-10-14,86.5,88.16,84.04,85.7,10920850
2015-10-15,85.01,86.62,83.5,83.54,6903650
2015-10-16,83.98,85.98,83.7,85.9,8179060
2015-10-19,85.72,86.62,84.55,86.3,4029190
2015-10-20,86.3,86.4,84.13,86.25,4448170
2015-10-21,86.0,86.0,84.7,85.99,2018690
2015-10-22,85.95,89.5,85.34,88.29,6357340
2015-10-23,88.49,92.8,87.65,92.0,12943130
2015-10-26,92.0,95.68,90.3,95.1,10123410
2015-10-27,94.25,95.45,89.84,92.05,10679620
2015-10-28,91.97,92.4,90.2,91.7,4243450
2015-10-29,91.7,91.87,90.5,91.31,2570280
2015-10-30,91.29,92.12,89.84,89.84,3011040
2015-11-02,90.0,92.3,90.0,91.99,4346280
2015-11-03,91.97,93.57,91.2,91.5,7649470
