timestamp,open,high,low,close,volume
2015-06-09,152.5,160.95,151.2,154.0,5548
2015-06-10,156.9,164.35,155.15,164.0,10654
2015-06-11,164.3,174.95,162.0,171.2,20798
2015-06-15,177.15,183.0,165.0,179.85,18956
2015-06-16,181.5,185.75,177.0,180.45,16256
2015-06-17,180.0,183.5,177.15,180.5,11013
2015-06-18,180.0,186.4,162.6,181.2,18547
2015-06-19,180.35,183.0,178.6,180.6,23565
2015-06-22,177.0,181.7,176.1,180.45,4244
2015-06-23,177.3,180.75,177.3,180.05,3753
2015-06-24,177.2,180.45,177.1,180.4,5072
2015-06-25,178.65,182.0,178.6,180.0,4453
2015-06-26,179.1,180.0,173.1,179.5,21258
2015-06-29,179.95,183.55,175.7,180.15,4019
2015-06-30,178.85,180.0,162.0,171.0,20592
2015-07-01,166.65,174.4,165.15,171.0,88466
2015-07-02,170.95,174.0,168.0,173.0,87231
2015-07-03,172.1,172.5,169.0,169.0,20443
2015-07-06,168.95,171.5,168.95,171.0,55242
2015-07-07,169.9,174.0,168.2,170.6,79121
2015-07-08,173.2,178.5,168.6,173.95,14906
2015-07-09,173.9,178.6,172.3,178.6,11160
2015-07-10,178.95,181.75,178.65,180.1,5166
2015-07-13,181.65,186.55,177.0,178.3,16116
2015-07-14,179.8,182.45,170.25,182.1,4722
2015-07-15,182.0,185.0,178.55,182.4,11240
2015-07-16,181.1,183.5,180.4,181.0,1915
2015-07-17,180.3,183.95,180.0,183.0,8492
2015-07-20,184.0,184.95,180.7,180.7,5999
2015-07-21,182.9,183.4,180.9,181.05,5222
2015-07-22,180.8,182.9,180.8,181.05,2574
2015-07-23,180.3,182.0,172.3,178.65,10742
2015-07-24,176.45,181.0,176.45,177.7,4985
2015-07-27,182.95,195.0,178.5,180.35,3526
2015-07-28,180.0,183.95,178.8,180.75,11349
2015-07-29,180.05,182.0,180.0,180.5,1006
2015-07-30,180.85,183.5,179.65,180.5,1992
2015-07-31,182.8,183.5,178.95,180.0,6335
2015-08-03,179.5,188.5,179.5,180.0,4014
2015-08-04,185.0,185.0,180.5,181.5,5102
2015-08-05,184.5,187.5,180.5,183.5,8873
2015-08-06,184.0,192.0,184.0,187.5,7371
